Index,NumberOfTweets,NumberOfRetweets,NumberOfFollowers,MaxFollowers,Time
0,0,0,0,0,14
1,0,0,0,0,14
2,0,0,0,0,15
3,0,0,0,0,16
4,0,0,0,0,17
5,0,0,0,0,18
6,0,0,0,0,19
7,0,0,0,0,20
8,0,0,0,0,21
9,0,0,0,0,22
10,0,0,0,0,23
11,0,0,0,0,0
12,0,0,0,0,1
13,0,0,0,0,2
14,0,0,0,0,3
15,0,0,0,0,4
16,0,0,0,0,5
17,0,0,0,0,6
18,0,0,0,0,7
19,0,0,0,0,8
20,0,0,0,0,9
21,0,0,0,0,10
22,0,0,0,0,11
23,0,0,0,0,12
24,0,0,0,0,13
25,0,0,0,0,14
26,0,0,0,0,15
27,0,0,0,0,16
28,0,0,0,0,17
29,0,0,0,0,18
30,0,0,0,0,19
31,0,0,0,0,20
32,0,0,0,0,21
33,0,0,0,0,22
34,0,0,0,0,23
35,0,0,0,0,0
36,0,0,0,0,1
37,0,0,0,0,2
38,0,0,0,0,3
39,0,0,0,0,4
40,0,0,0,0,5
41,0,0,0,0,6
42,0,0,0,0,7
43,0,0,0,0,8
44,0,0,0,0,9
45,0,0,0,0,10
46,0,0,0,0,11
47,0,0,0,0,12
48,0,0,0,0,13
49,0,0,0,0,14
50,0,0,0,0,15
51,0,0,0,0,16
52,0,0,0,0,17
53,0,0,0,0,18
54,0,0,0,0,19
55,1,1,33,33,20
56,0,0,0,0,21
57,0,0,0,0,22
58,0,0,0,0,23
59,0,0,0,0,0
60,0,0,0,0,1
61,0,0,0,0,2
62,0,0,0,0,3
63,0,0,0,0,4
64,0,0,0,0,5
65,0,0,0,0,6
66,0,0,0,0,7
67,0,0,0,0,8
68,0,0,0,0,9
69,0,0,0,0,10
70,0,0,0,0,11
71,0,0,0,0,12
72,0,0,0,0,13
73,0,0,0,0,14
74,0,0,0,0,15
75,0,0,0,0,16
76,1,0,820,820,17
77,0,0,0,0,18
78,0,0,0,0,19
79,0,0,0,0,20
80,0,0,0,0,21
81,0,0,0,0,22
82,0,0,0,0,23
83,0,0,0,0,0
84,0,0,0,0,1
85,0,0,0,0,2
86,0,0,0,0,3
87,0,0,0,0,4
88,0,0,0,0,5
89,0,0,0,0,6
90,0,0,0,0,7
91,0,0,0,0,8
92,0,0,0,0,9
93,0,0,0,0,10
94,0,0,0,0,11
95,0,0,0,0,12
96,0,0,0,0,13
97,0,0,0,0,14
98,0,0,0,0,15
99,0,0,0,0,16
100,0,0,0,0,17
101,0,0,0,0,18
102,0,0,0,0,19
103,1,0,1320,1320,20
104,0,0,0,0,21
105,0,0,0,0,22
106,0,0,0,0,23
107,0,0,0,0,0
108,0,0,0,0,1
109,0,0,0,0,2
110,0,0,0,0,3
111,0,0,0,0,4
112,0,0,0,0,5
113,0,0,0,0,6
114,0,0,0,0,7
115,0,0,0,0,8
116,0,0,0,0,9
117,0,0,0,0,10
118,0,0,0,0,11
119,0,0,0,0,12
120,0,0,0,0,13
121,0,0,0,0,14
122,0,0,0,0,15
123,0,0,0,0,16
124,0,0,0,0,17
125,0,0,0,0,18
126,0,0,0,0,19
127,0,0,0,0,20
128,0,0,0,0,21
129,0,0,0,0,22
130,0,0,0,0,23
131,0,0,0,0,0
132,0,0,0,0,1
133,0,0,0,0,2
134,0,0,0,0,3
135,0,0,0,0,4
136,0,0,0,0,5
137,0,0,0,0,6
138,0,0,0,0,7
139,0,0,0,0,8
140,0,0,0,0,9
141,0,0,0,0,10
142,0,0,0,0,11
143,0,0,0,0,12
144,0,0,0,0,13
145,0,0,0,0,14
146,0,0,0,0,15
147,0,0,0,0,16
148,0,0,0,0,17
149,0,0,0,0,18
150,0,0,0,0,19
151,0,0,0,0,20
152,0,0,0,0,21
153,0,0,0,0,22
154,0,0,0,0,23
155,0,0,0,0,0
156,0,0,0,0,1
157,0,0,0,0,2
158,0,0,0,0,3
159,0,0,0,0,4
160,0,0,0,0,5
161,0,0,0,0,6
162,0,0,0,0,7
163,0,0,0,0,8
164,0,0,0,0,9
165,0,0,0,0,10
166,1,0,286,286,11
167,0,0,0,0,12
168,0,0,0,0,13
169,0,0,0,0,14
170,0,0,0,0,15
171,0,0,0,0,16
172,0,0,0,0,17
173,0,0,0,0,18
174,0,0,0,0,19
175,0,0,0,0,20
176,0,0,0,0,21
177,0,0,0,0,22
178,0,0,0,0,23
179,0,0,0,0,0
180,0,0,0,0,1
181,0,0,0,0,2
182,0,0,0,0,3
183,0,0,0,0,4
184,0,0,0,0,5
185,0,0,0,0,6
186,0,0,0,0,7
187,0,0,0,0,8
188,0,0,0,0,9
189,0,0,0,0,10
190,0,0,0,0,11
191,0,0,0,0,12
192,0,0,0,0,13
193,1,0,153,153,14
194,0,0,0,0,15
195,0,0,0,0,16
196,0,0,0,0,17
197,0,0,0,0,18
198,0,0,0,0,19
199,0,0,0,0,20
200,0,0,0,0,21
201,0,0,0,0,22
202,0,0,0,0,23
203,0,0,0,0,0
204,0,0,0,0,1
205,0,0,0,0,2
206,0,0,0,0,3
207,0,0,0,0,4
208,0,0,0,0,5
209,0,0,0,0,6
210,0,0,0,0,7
211,0,0,0,0,8
212,0,0,0,0,9
213,0,0,0,0,10
214,0,0,0,0,11
215,3,3,87840,35602,12
216,0,0,0,0,13
217,0,0,0,0,14
218,0,0,0,0,15
219,0,0,0,0,16
220,0,0,0,0,17
221,0,0,0,0,18
222,0,0,0,0,19
223,0,0,0,0,20
224,0,0,0,0,21
225,1,0,1390,1390,22
226,0,0,0,0,23
227,0,0,0,0,0
228,0,0,0,0,1
229,0,0,0,0,2
230,0,0,0,0,3
231,0,0,0,0,4
232,0,0,0,0,5
233,0,0,0,0,6
234,0,0,0,0,7
235,0,0,0,0,8
236,0,0,0,0,9
237,0,0,0,0,10
238,0,0,0,0,11
239,0,0,0,0,12
240,0,0,0,0,13
241,0,0,0,0,14
242,0,0,0,0,15
243,0,0,0,0,16
244,0,0,0,0,17
245,0,0,0,0,18
246,0,0,0,0,19
247,0,0,0,0,20
248,0,0,0,0,21
249,0,0,0,0,22
250,0,0,0,0,23
251,0,0,0,0,0
252,0,0,0,0,1
253,0,0,0,0,2
254,0,0,0,0,3
255,0,0,0,0,4
256,0,0,0,0,5
257,0,0,0,0,6
258,0,0,0,0,7
259,0,0,0,0,8
260,0,0,0,0,9
261,0,0,0,0,10
262,0,0,0,0,11
263,0,0,0,0,12
264,0,0,0,0,13
265,0,0,0,0,14
266,0,0,0,0,15
267,0,0,0,0,16
268,0,0,0,0,17
269,1,6,4063,4063,18
270,0,0,0,0,19
271,0,0,0,0,20
272,0,0,0,0,21
273,0,0,0,0,22
274,1,1,15508,15508,23
275,0,0,0,0,0
276,0,0,0,0,1
277,0,0,0,0,2
278,0,0,0,0,3
279,0,0,0,0,4
280,0,0,0,0,5
281,0,0,0,0,6
282,1,1,124848,124848,7
283,0,0,0,0,8
284,0,0,0,0,9
285,1,1,104,104,10
286,0,0,0,0,11
287,0,0,0,0,12
288,0,0,0,0,13
289,0,0,0,0,14
290,0,0,0,0,15
291,0,0,0,0,16
292,0,0,0,0,17
293,0,0,0,0,18
294,0,0,0,0,19
295,0,0,0,0,20
296,0,0,0,0,21
297,0,0,0,0,22
298,0,0,0,0,23
299,0,0,0,0,0
300,0,0,0,0,1
301,1,1,565,565,2
302,0,0,0,0,3
303,0,0,0,0,4
304,0,0,0,0,5
305,0,0,0,0,6
306,0,0,0,0,7
307,0,0,0,0,8
308,1,1,2046,2046,9
309,0,0,0,0,10
310,0,0,0,0,11
311,1,1,19482,19482,12
312,0,0,0,0,13
313,1,0,812,812,14
314,0,0,0,0,15
315,0,0,0,0,16
316,4,4,1228513,1079587,17
317,0,0,0,0,18
318,1,1,280,280,19
319,2,2,2850393,1425205,20
320,0,0,0,0,21
321,0,0,0,0,22
322,0,0,0,0,23
323,0,0,0,0,0
324,0,0,0,0,1
325,0,0,0,0,2
326,1,1,130,130,3
327,0,0,0,0,4
328,0,0,0,0,5
329,0,0,0,0,6
330,0,0,0,0,7
331,0,0,0,0,8
332,0,0,0,0,9
333,0,0,0,0,10
334,0,0,0,0,11
335,0,0,0,0,12
336,2,2,6026,3400,13
337,0,0,0,0,14
338,0,0,0,0,15
339,0,0,0,0,16
340,1,2,118,118,17
341,0,0,0,0,18
342,0,0,0,0,19
343,0,0,0,0,20
344,1,1,78,78,21
345,0,0,0,0,22
346,0,0,0,0,23
347,0,0,0,0,0
348,0,0,0,0,1
349,0,0,0,0,2
350,0,0,0,0,3
351,0,0,0,0,4
352,0,0,0,0,5
353,0,0,0,0,6
354,0,0,0,0,7
355,0,0,0,0,8
356,3,3,3566,1852,9
357,0,0,0,0,10
358,0,0,0,0,11
359,3,2,29847,9949,12
360,0,0,0,0,13
361,1,1,4143,4143,14
362,1,1,68864,68864,15
363,0,0,0,0,16
364,0,0,0,0,17
365,0,0,0,0,18
366,0,0,0,0,19
367,0,0,0,0,20
368,0,0,0,0,21
369,0,0,0,0,22
370,0,0,0,0,23
371,0,0,0,0,0
372,0,0,0,0,1
373,0,0,0,0,2
374,0,0,0,0,3
375,0,0,0,0,4
376,0,0,0,0,5
377,0,0,0,0,6
378,0,0,0,0,7
379,1,1,738348,738348,8
380,0,0,0,0,9
381,1,1,9991,9991,10
382,1,1,143,143,11
383,0,0,0,0,12
384,2,2,14142,9991,13
385,0,0,0,0,14
386,1,1,59888,59888,15
387,1,1,1664,1664,16
388,0,0,0,0,17
389,0,0,0,0,18
390,3,2,21825,12294,19
391,0,0,0,0,20
392,0,0,0,0,21
393,1,1,17508,17508,22
394,0,0,0,0,23
395,59,0,101370,9999,0
396,53,0,104572,17044,1
397,55,1,93295,10002,2
398,66,0,97979,12244,3
399,62,0,122863,14815,4
400,79,0,162691,44154,5
401,85,0,240108,25455,6
402,146,1,482184,171839,7
403,177,0,578307,121490,8
404,155,1,311790,28782,9
405,219,4,2247131,801012,10
406,235,4,712815,125551,11
407,242,3,1201339,496893,12
408,237,1,758216,109442,13
409,232,4,783301,121491,14
410,335,2,1303341,496884,15
411,98,0,179593,44167,16
412,96,0,256677,41232,17
413,100,0,140082,24628,18
414,119,6,954854,740780,19
415,145,2,244752,44198,20
416,108,0,185331,37587,21
417,79,0,167161,49515,22
418,55,0,112168,45045,23
419,56,0,891924,186448,0
420,226,2,3282328,3162962,1
421,112,0,182757,32279,2
422,119,0,189787,73539,3
423,256,1,464879,147594,4
424,74,2,304903,185458,5
425,130,1,315686,22065,6
426,230,1,423625,22431,7
427,251,5,463503,32137,8
428,223,6,433739,24828,9
